FileName,angry,sad,neutral,happy,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
MSP-IMPROV-S01S-F05-R-FF01.wav,0.016667,0.763333,0.203333,0.016667,2.0,1.6,2.4,05,Female,Train
MSP-IMPROV-S01S-F05-R-FF02.wav,0.016667,0.716667,0.25,0.016667,1.875,2.125,2.875,05,Female,Train
MSP-IMPROV-S01S-F06-R-FF01.wav,0.25,0.716667,0.016667,0.016667,2.4,1.4,3.2,06,Female,Train
MSP-IMPROV-S01S-M01-R-MM01.wav,0.95,0.016667,0.016667,0.016667,3.6,1.6,4.0,01,Male,Train
MSP-IMPROV-S01S-M02-R-MM01.wav,0.016667,0.327778,0.638889,0.016667,1.833333,2.166667,2.666667,02,Male,Train
MSP-IMPROV-S01S-M03-R-MM01.wav,0.016667,0.25,0.6,0.133333,2.25,2.625,3.125,03,Male,Development
MSP-IMPROV-S02A-F02-R-FF01.wav,0.95,0.016667,0.016667,0.016667,2.8,2.0,3.6,02,Female,Train
MSP-IMPROV-S02A-F03-R-FF01.wav,0.95,0.016667,0.016667,0.016667,3.428571,1.714286,3.285714,03,Female,Development
MSP-IMPROV-S02A-F05-R-FF01.wav,0.95,0.016667,0.016667,0.016667,4.0,2.2,3.6,05,Female,Train
MSP-IMPROV-S02A-F06-R-FF01.wav,0.95,0.016667,0.016667,0.016667,3.2,1.8,3.6,06,Female,Train
MSP-IMPROV-S02A-M01-R-MM01.wav,0.95,0.016667,0.016667,0.016667,4.0,2.0,3.8,01,Male,Train
MSP-IMPROV-S02A-M02-R-MM01.wav,0.016667,0.172222,0.794444,0.016667,2.166667,3.0,2.833333,02,Male,Train
MSP-IMPROV-S02A-M03-R-MM01.wav,0.016667,0.25,0.716667,0.016667,2.0,3.2,3.0,03,Male,Development
MSP-IMPROV-S02H-F02-R-FF01.wav,0.016667,0.016667,0.016667,0.95,2.6,4.4,3.6,02,Female,Train
MSP-IMPROV-S02H-F03-R-FF01.wav,0.016667,0.016667,0.016667,0.95,2.8,3.6,2.8,03,Female,Development
MSP-IMPROV-S02H-F05-R-FF01.wav,0.016667,0.016667,0.016667,0.95,3.857143,4.285714,3.571429,05,Female,Train
MSP-IMPROV-S02H-F06-R-FF01.wav,0.016667,0.016667,0.683333,0.283333,2.142857,4.0,3.0,06,Female,Train
MSP-IMPROV-S02H-M01-R-MM01.wav,0.763333,0.016667,0.203333,0.016667,3.2,2.0,3.8,01,Male,Train
MSP-IMPROV-S02H-M02-R-MM01.wav,0.016667,0.172222,0.794444,0.016667,1.666667,2.666667,2.666667,02,Male,Train
MSP-IMPROV-S02H-M03-R-MM01.wav,0.016667,0.016667,0.203333,0.763333,2.8,4.0,3.8,03,Male,Development
MSP-IMPROV-S02N-F02-R-FF01.wav,0.016667,0.016667,0.95,0.016667,2.285714,3.0,2.857143,02,Female,Train
MSP-IMPROV-S02N-F03-R-FF01.wav,0.016667,0.016667,0.95,0.016667,2.166667,3.0,2.833333,03,Female,Development
MSP-IMPROV-S02N-F05-R-FF01.wav,0.016667,0.016667,0.95,0.016667,1.8,3.4,3.0,05,Female,Train
MSP-IMPROV-S02N-F05-R-FF02.wav,0.016667,0.016667,0.95,0.016667,2.666667,3.166667,3.0,05,Female,Train
MSP-IMPROV-S02N-F06-R-FF01.wav,0.39,0.016667,0.576667,0.016667,2.6,2.6,3.0,06,Female,Train
MSP-IMPROV-S02N-M01-R-MM01.wav,0.172222,0.016667,0.794444,0.016667,2.833333,2.833333,3.0,01,Male,Train
MSP-IMPROV-S02N-M01-R-MM02.wav,0.016667,0.016667,0.95,0.016667,2.6,3.2,2.4,01,Male,Train
MSP-IMPROV-S02N-M02-R-MM01.wav,0.203333,0.016667,0.763333,0.016667,1.4,2.8,2.0,02,Male,Train
MSP-IMPROV-S02N-M03-R-MM01.wav,0.016667,0.203333,0.763333,0.016667,2.0,2.8,2.6,03,Male,Development
MSP-IMPROV-S02S-F02-R-FF01.wav,0.016667,0.39,0.39,0.203333,1.428571,2.857143,2.428571,02,Female,Train
MSP-IMPROV-S02S-F03-R-FF01.wav,0.172222,0.483333,0.327778,0.016667,2.142857,1.714286,2.285714,03,Female,Development
MSP-IMPROV-S02S-F03-R-FF02.wav,0.016667,0.95,0.016667,0.016667,1.8,1.8,2.8,03,Female,Development
MSP-IMPROV-S02S-F05-R-FF01.wav,0.016667,0.95,0.016667,0.016667,3.2,1.4,2.8,05,Female,Train
MSP-IMPROV-S02S-F05-R-FF02.wav,0.016667,0.95,0.016667,0.016667,2.4,1.8,2.4,05,Female,Train
MSP-IMPROV-S02S-F06-R-FF01.wav,0.016667,0.95,0.016667,0.016667,2.2,1.8,2.8,06,Female,Train
MSP-IMPROV-S02S-M01-R-MM01.wav,0.016667,0.327778,0.638889,0.016667,3.0,2.666667,2.166667,01,Male,Train
MSP-IMPROV-S02S-M02-R-MM01.wav,0.016667,0.172222,0.794444,0.016667,1.5,2.666667,1.833333,02,Male,Train
MSP-IMPROV-S02S-M03-R-MM01.wav,0.016667,0.203333,0.763333,0.016667,1.8,2.4,2.6,03,Male,Development
MSP-IMPROV-S03A-F02-R-FF01.wav,0.327778,0.016667,0.638889,0.016667,2.625,2.125,3.25,02,Female,Train
MSP-IMPROV-S03A-F03-R-FF01.wav,0.55,0.016667,0.283333,0.15,3.285714,2.285714,3.571429,03,Female,Development
MSP-IMPROV-S03A-F05-R-FF01.wav,0.95,0.016667,0.016667,0.016667,4.2,1.6,4.0,05,Female,Train
MSP-IMPROV-S03A-F06-R-FF01.wav,0.576667,0.203333,0.203333,0.016667,2.333333,1.5,3.166667,06,Female,Train
MSP-IMPROV-S03A-M01-R-MM01.wav,0.95,0.016667,0.016667,0.016667,3.2,1.6,3.0,01,Male,Train
MSP-IMPROV-S03A-M02-R-MM01.wav,0.203333,0.016667,0.763333,0.016667,1.6,2.8,2.8,02,Male,Train
MSP-IMPROV-S03A-M03-R-MM01.wav,0.016667,0.016667,0.95,0.016667,2.0,3.0,2.5,03,Male,Development
MSP-IMPROV-S03H-F02-R-FF01.wav,0.016667,0.016667,0.016667,0.95,3.0,4.4,3.4,02,Female,Train
MSP-IMPROV-S03H-F03-R-FF01.wav,0.016667,0.016667,0.016667,0.95,3.875,4.5,3.625,03,Female,Development
MSP-IMPROV-S03H-F05-R-FF01.wav,0.016667,0.016667,0.016667,0.95,4.0,4.285714,4.0,05,Female,Train
MSP-IMPROV-S03H-F06-R-FF01.wav,0.016667,0.016667,0.638889,0.327778,2.666667,3.5,3.166667,06,Female,Train
MSP-IMPROV-S03H-M01-R-MM01.wav,0.203333,0.016667,0.39,0.39,2.4,3.0,3.4,01,Male,Train
MSP-IMPROV-S03H-M02-R-MM01.wav,0.016667,0.016667,0.846296,0.12037,1.777778,3.333333,3.0,02,Male,Train
MSP-IMPROV-S03H-M03-R-MM01.wav,0.016667,0.016667,0.794444,0.172222,2.166667,3.166667,2.666667,03,Male,Development
MSP-IMPROV-S03N-F02-R-FF01.wav,0.016667,0.016667,0.95,0.016667,1.571429,3.285714,2.285714,02,Female,Train
MSP-IMPROV-S03N-F03-R-FF01.wav,0.15,0.016667,0.816667,0.016667,2.0,3.0,3.285714,03,Female,Development
MSP-IMPROV-S03N-F05-R-FF01.wav,0.016667,0.016667,0.763333,0.203333,2.2,3.4,2.8,05,Female,Train
MSP-IMPROV-S03N-F05-R-FF02.wav,0.016667,0.15,0.816667,0.016667,1.428571,3.0,2.857143,05,Female,Train
MSP-IMPROV-S03N-F06-R-FF01.wav,0.172222,0.172222,0.638889,0.016667,1.857143,2.571429,2.571429,06,Female,Train
MSP-IMPROV-S03N-M01-R-MM01.wav,0.016667,0.016667,0.95,0.016667,2.5,3.166667,3.5,01,Male,Train
MSP-IMPROV-S03N-M01-R-MM02.wav,0.016667,0.016667,0.95,0.016667,2.0,3.0,2.8,01,Male,Train
MSP-IMPROV-S03N-M02-R-MM01.wav,0.016667,0.016667,0.95,0.016667,2.0,3.0,2.6,02,Male,Train
MSP-IMPROV-S03N-M03-R-MM01.wav,0.016667,0.016667,0.95,0.016667,1.6,3.0,2.6,03,Male,Development
MSP-IMPROV-S03S-F02-R-FF01.wav,0.15,0.283333,0.55,0.016667,1.571429,2.571429,1.714286,02,Female,Train
MSP-IMPROV-S03S-F03-R-FF01.wav,0.016667,0.638889,0.327778,0.016667,2.6,1.8,3.2,03,Female,Development
MSP-IMPROV-S03S-F03-R-FF02.wav,0.327778,0.483333,0.172222,0.016667,1.857143,2.142857,2.857143,03,Female,Development
MSP-IMPROV-S03S-F05-R-FF01.wav,0.016667,0.95,0.016667,0.016667,3.4,1.6,3.0,05,Female,Train
MSP-IMPROV-S03S-F05-R-FF02.wav,0.016667,0.95,0.016667,0.016667,2.4,1.6,2.6,05,Female,Train
MSP-IMPROV-S03S-F06-R-FF01.wav,0.016667,0.95,0.016667,0.016667,2.333333,1.5,2.166667,06,Female,Train
MSP-IMPROV-S03S-M01-R-MM01.wav,0.416667,0.15,0.283333,0.15,3.285714,2.285714,3.285714,01,Male,Train
MSP-IMPROV-S03S-M02-R-MM01.wav,0.016667,0.15,0.816667,0.016667,1.571429,3.0,1.714286,02,Male,Train
MSP-IMPROV-S03S-M03-R-MM01.wav,0.016667,0.763333,0.203333,0.016667,1.8,2.2,2.2,03,Male,Development
MSP-IMPROV-S04A-F02-R-FF01.wav,0.763333,0.016667,0.203333,0.016667,3.5,2.375,3.875,02,Female,Train
MSP-IMPROV-S04A-F03-R-FF01.wav,0.95,0.016667,0.016667,0.016667,3.8,1.6,4.0,03,Female,Development
MSP-IMPROV-S04A-F05-R-FF01.wav,0.576667,0.203333,0.203333,0.016667,3.2,2.0,3.2,05,Female,Train
MSP-IMPROV-S04A-F06-R-FF01.wav,0.95,0.016667,0.016667,0.016667,3.2,1.8,3.2,06,Female,Train
MSP-IMPROV-S04A-M01-R-MM01.wav,0.95,0.016667,0.016667,0.016667,4.0,1.166667,4.0,01,Male,Train
MSP-IMPROV-S04A-M02-R-MM01.wav,0.016667,0.172222,0.794444,0.016667,2.166667,2.666667,2.666667,02,Male,Train
MSP-IMPROV-S04A-M03-R-MM01.wav,0.203333,0.016667,0.763333,0.016667,2.8,2.6,3.6,03,Male,Development
MSP-IMPROV-S04H-F02-R-FF01.wav,0.016667,0.016667,0.203333,0.763333,3.8,3.8,4.2,02,Female,Train
MSP-IMPROV-S04H-F03-R-FF01.wav,0.016667,0.016667,0.576667,0.39,2.4,3.8,2.8,03,Female,Development
MSP-IMPROV-S04H-F05-R-FF01.wav,0.016667,0.016667,0.016667,0.95,3.5,4.5,3.333333,05,Female,Train
MSP-IMPROV-S04H-F06-R-FF01.wav,0.25,0.016667,0.016667,0.716667,3.2,3.6,3.0,06,Female,Train
MSP-IMPROV-S04H-M01-R-MM01.wav,0.172222,0.016667,0.794444,0.016667,2.833333,2.5,2.833333,01,Male,Train
MSP-IMPROV-S04H-M02-R-MM01.wav,0.016667,0.016667,0.763333,0.203333,2.2,3.4,2.6,02,Male,Train
MSP-IMPROV-S04H-M03-R-MM01.wav,0.016667,0.016667,0.483333,0.483333,2.0,3.666667,3.0,03,Male,Development
MSP-IMPROV-S04N-F02-R-FF01.wav,0.016667,0.016667,0.95,0.016667,1.6,3.2,2.8,02,Female,Train
MSP-IMPROV-S04N-F03-R-FF01.wav,0.016667,0.016667,0.763333,0.203333,2.2,3.0,3.6,03,Female,Development
MSP-IMPROV-S04N-F05-R-FF01.wav,0.016667,0.203333,0.763333,0.016667,1.8,2.8,2.6,05,Female,Train
MSP-IMPROV-S04N-F05-R-FF02.wav,0.016667,0.016667,0.95,0.016667,2.166667,3.0,2.5,05,Female,Train
MSP-IMPROV-S04N-F06-R-FF01.wav,0.95,0.016667,0.016667,0.016667,2.2,1.8,3.2,06,Female,Train
MSP-IMPROV-S04N-M01-R-MM01.wav,0.016667,0.016667,0.95,0.016667,1.8,3.0,2.4,01,Male,Train
MSP-IMPROV-S04N-M01-R-MM02.wav,0.576667,0.016667,0.39,0.016667,3.0,2.4,3.4,01,Male,Train
MSP-IMPROV-S04N-M02-R-MM01.wav,0.15,0.016667,0.816667,0.016667,1.428571,2.857143,2.142857,02,Male,Train
MSP-IMPROV-S04N-M03-R-MM01.wav,0.016667,0.39,0.576667,0.016667,1.4,2.6,2.6,03,Male,Development
MSP-IMPROV-S04S-F02-R-FF01.wav,0.016667,0.576667,0.39,0.016667,1.8,2.8,2.6,02,Female,Train
MSP-IMPROV-S04S-F03-R-FF01.wav,0.016667,0.95,0.016667,0.016667,2.8,1.6,3.2,03,Female,Development
MSP-IMPROV-S04S-F03-R-FF02.wav,0.576667,0.203333,0.203333,0.016667,2.555556,1.555556,3.333333,03,Female,Development
MSP-IMPROV-S04S-F05-R-FF01.wav,0.016667,0.95,0.016667,0.016667,2.714286,1.428571,3.285714,05,Female,Train
MSP-IMPROV-S04S-F05-R-FF02.wav,0.016667,0.794444,0.172222,0.016667,2.5,1.833333,2.5,05,Female,Train
MSP-IMPROV-S04S-F06-R-FF01.wav,0.016667,0.95,0.016667,0.016667,2.0,1.857143,3.0,06,Female,Train
MSP-IMPROV-S04S-M01-R-MM01.wav,0.203333,0.39,0.39,0.016667,3.0,2.0,2.4,01,Male,Train
MSP-IMPROV-S04S-M02-R-MM01.wav,0.016667,0.203333,0.763333,0.016667,1.8,2.6,3.0,02,Male,Train
MSP-IMPROV-S04S-M03-R-MM01.wav,0.016667,0.55,0.416667,0.016667,1.428571,2.428571,2.142857,03,Male,Development
MSP-IMPROV-S05A-F02-R-FF01.wav,0.95,0.016667,0.016667,0.016667,2.4,2.0,4.0,02,Female,Train
MSP-IMPROV-S05A-F03-R-FF01.wav,0.95,0.016667,0.016667,0.016667,3.4,1.6,3.4,03,Female,Development
MSP-IMPROV-S05A-F05-R-FF01.wav,0.95,0.016667,0.016667,0.016667,4.333333,1.333333,4.166667,05,Female,Train
MSP-IMPROV-S05A-F06-R-FF01.wav,0.763333,0.016667,0.203333,0.016667,3.0,2.0,3.5,06,Female,Train
MSP-IMPROV-S05A-M01-R-MM01.wav,0.95,0.016667,0.016667,0.016667,4.4,1.8,4.0,01,Male,Train
MSP-IMPROV-S05A-M02-R-MM01.wav,0.15,0.016667,0.816667,0.016667,2.285714,2.571429,3.0,02,Male,Train
MSP-IMPROV-S05A-M03-R-MM01.wav,0.763333,0.016667,0.203333,0.016667,2.2,2.0,3.4,03,Male,Development
MSP-IMPROV-S05H-F02-R-FF01.wav,0.016667,0.016667,0.203333,0.763333,2.4,4.2,3.2,02,Female,Train
MSP-IMPROV-S05H-F03-R-FF01.wav,0.016667,0.016667,0.763333,0.203333,2.333333,3.333333,3.5,03,Female,Development
MSP-IMPROV-S05H-F05-R-FF01.wav,0.016667,0.016667,0.203333,0.763333,2.8,3.6,3.2,05,Female,Train
MSP-IMPROV-S05H-F06-R-FF01.wav,0.203333,0.016667,0.576667,0.203333,3.0,3.0,3.0,06,Female,Train
MSP-IMPROV-S05H-M01-R-MM01.wav,0.576667,0.016667,0.39,0.016667,3.0,1.833333,3.333333,01,Male,Train
MSP-IMPROV-S05H-M02-R-MM01.wav,0.016667,0.39,0.576667,0.016667,1.8,2.4,2.6,02,Male,Train
MSP-IMPROV-S05H-M03-R-MM01.wav,0.172222,0.016667,0.483333,0.327778,2.0,2.666667,2.833333,03,Male,Development
MSP-IMPROV-S05N-F02-R-FF01.wav,0.203333,0.016667,0.763333,0.016667,2.0,2.8,3.0,02,Female,Train
MSP-IMPROV-S05N-F03-R-FF01.wav,0.576667,0.203333,0.203333,0.016667,2.4,2.2,2.8,03,Female,Development
MSP-IMPROV-S05N-F05-R-FF01.wav,0.172222,0.016667,0.794444,0.016667,1.5,2.833333,2.833333,05,Female,Train
MSP-IMPROV-S05N-F05-R-FF02.wav,0.203333,0.016667,0.763333,0.016667,1.8,2.8,3.0,05,Female,Train
MSP-IMPROV-S05N-F06-R-FF01.wav,0.638889,0.016667,0.327778,0.016667,2.333333,2.166667,3.166667,06,Female,Train
MSP-IMPROV-S05N-M01-R-MM01.wav,0.39,0.016667,0.576667,0.016667,2.4,2.6,2.4,01,Male,Train
MSP-IMPROV-S05N-M01-R-MM02.wav,0.483333,0.172222,0.327778,0.016667,2.666667,2.166667,3.333333,01,Male,Train
MSP-IMPROV-S05N-M02-R-MM01.wav,0.016667,0.203333,0.763333,0.016667,1.0,2.2,2.8,02,Male,Train
MSP-IMPROV-S05N-M03-R-MM01.wav,0.172222,0.016667,0.794444,0.016667,2.0,2.833333,3.333333,03,Male,Development
MSP-IMPROV-S05S-F02-R-FF01.wav,0.016667,0.576667,0.39,0.016667,2.4,2.4,3.2,02,Female,Train
MSP-IMPROV-S05S-F03-R-FF01.wav,0.203333,0.576667,0.203333,0.016667,2.6,2.2,2.6,03,Female,Development
MSP-IMPROV-S05S-F03-R-FF02.wav,0.203333,0.576667,0.203333,0.016667,1.8,1.6,2.6,03,Female,Development
MSP-IMPROV-S05S-F05-R-FF01.wav,0.016667,0.95,0.016667,0.016667,2.6,1.4,2.2,05,Female,Train
MSP-IMPROV-S05S-F05-R-FF02.wav,0.016667,0.95,0.016667,0.016667,2.0,1.6,3.4,05,Female,Train
MSP-IMPROV-S05S-F06-R-FF01.wav,0.39,0.576667,0.016667,0.016667,2.2,1.6,2.8,06,Female,Train
MSP-IMPROV-S05S-M01-R-MM01.wav,0.483333,0.483333,0.016667,0.016667,3.428571,1.857143,3.428571,01,Male,Train
MSP-IMPROV-S05S-M02-R-MM01.wav,0.25,0.25,0.483333,0.016667,1.8,2.2,2.6,02,Male,Train
MSP-IMPROV-S05S-M03-R-MM01.wav,0.016667,0.327778,0.638889,0.016667,1.166667,2.5,2.833333,03,Male,Development
MSP-IMPROV-S06A-F02-R-FF01.wav,0.763333,0.016667,0.203333,0.016667,3.4,1.8,3.6,02,Female,Train
MSP-IMPROV-S06A-F03-R-FF01.wav,0.95,0.016667,0.016667,0.016667,4.4,1.2,4.4,03,Female,Development
MSP-IMPROV-S06A-F05-R-FF01.wav,0.95,0.016667,0.016667,0.016667,4.0,1.8,4.0,05,Female,Train
MSP-IMPROV-S06A-F06-R-FF01.wav,0.763333,0.016667,0.203333,0.016667,2.6,1.8,2.6,06,Female,Train
MSP-IMPROV-S06A-M01-R-MM01.wav,0.794444,0.172222,0.016667,0.016667,3.833333,1.333333,4.0,01,Male,Train
MSP-IMPROV-S06A-M01-R-MM02.wav,0.95,0.016667,0.016667,0.016667,4.4,1.0,4.0,01,Male,Train
MSP-IMPROV-S06A-M02-R-MM01.wav,0.016667,0.016667,0.95,0.016667,1.714286,3.0,3.142857,02,Male,Train
MSP-IMPROV-S06A-M03-R-MM01.wav,0.716667,0.016667,0.25,0.016667,2.5,2.125,3.375,03,Male,Development
MSP-IMPROV-S06H-F02-R-FF01.wav,0.016667,0.016667,0.016667,0.95,2.2,4.0,3.2,02,Female,Train
MSP-IMPROV-S06H-F03-R-FF01.wav,0.203333,0.016667,0.016667,0.763333,4.0,4.0,4.2,03,Female,Development
MSP-IMPROV-S06H-F05-R-FF01.wav,0.203333,0.203333,0.016667,0.576667,3.4,3.6,3.4,05,Female,Train
MSP-IMPROV-S06H-F06-R-FF01.wav,0.016667,0.016667,0.716667,0.25,2.6,2.8,3.0,06,Female,Train
MSP-IMPROV-S06H-M01-R-MM01.wav,0.576667,0.016667,0.203333,0.203333,3.4,2.6,3.4,01,Male,Train
MSP-IMPROV-S06H-M01-R-MM02.wav,0.483333,0.133333,0.133333,0.25,3.888889,2.555556,3.777778,01,Male,Train
MSP-IMPROV-S06H-M02-R-MM01.wav,0.016667,0.016667,0.576667,0.39,2.6,3.4,3.0,02,Male,Train
MSP-IMPROV-S06H-M03-R-MM01.wav,0.133333,0.016667,0.366667,0.483333,2.625,3.5,3.5,03,Male,Development
MSP-IMPROV-S06N-F02-R-FF01.wav,0.016667,0.016667,0.95,0.016667,1.428571,3.142857,2.857143,02,Female,Train
MSP-IMPROV-S06N-F03-R-FF01.wav,0.016667,0.016667,0.95,0.016667,1.2,3.0,3.0,03,Female,Development
MSP-IMPROV-S06N-F05-R-FF01.wav,0.016667,0.016667,0.95,0.016667,2.0,3.0,3.0,05,Female,Train
MSP-IMPROV-S06N-F06-R-FF01.wav,0.016667,0.576667,0.39,0.016667,1.2,2.4,2.8,06,Female,Train
MSP-IMPROV-S06N-M01-R-MM01.wav,0.416667,0.016667,0.55,0.016667,2.125,2.375,3.25,01,Male,Train
MSP-IMPROV-S06N-M02-R-MM01.wav,0.016667,0.39,0.576667,0.016667,1.4,2.6,2.4,02,Male,Train
MSP-IMPROV-S06N-M03-R-MM01.wav,0.016667,0.016667,0.95,0.016667,1.6,3.0,3.0,03,Male,Development
MSP-IMPROV-S06S-F02-R-FF01.wav,0.016667,0.39,0.576667,0.016667,1.4,2.6,2.2,02,Female,Train
MSP-IMPROV-S06S-F02-R-FF02.wav,0.016667,0.576667,0.39,0.016667,2.2,2.6,3.2,02,Female,Train
MSP-IMPROV-S06S-F03-R-FF01.wav,0.016667,0.95,0.016667,0.016667,2.2,1.8,3.2,03,Female,Development
MSP-IMPROV-S06S-F05-R-FF01.wav,0.25,0.716667,0.016667,0.016667,2.4,1.6,3.2,05,Female,Train
MSP-IMPROV-S06S-F06-R-FF01.wav,0.016667,0.816667,0.15,0.016667,2.0,2.142857,3.0,06,Female,Train
MSP-IMPROV-S06S-M01-R-MM01.wav,0.203333,0.016667,0.763333,0.016667,2.833333,2.333333,2.666667,01,Male,Train
MSP-IMPROV-S06S-M01-R-MM02.wav,0.483333,0.483333,0.016667,0.016667,2.666667,2.0,3.166667,01,Male,Train
MSP-IMPROV-S06S-M02-R-MM01.wav,0.016667,0.016667,0.95,0.016667,1.4,2.8,2.6,02,Male,Train
MSP-IMPROV-S06S-M03-R-MM01.wav,0.016667,0.483333,0.483333,0.016667,2.0,2.4,2.6,03,Male,Development
MSP-IMPROV-S06S-M03-R-MM02.wav,0.203333,0.203333,0.576667,0.016667,1.4,2.6,2.8,03,Male,Development
MSP-IMPROV-S07A-F02-R-FF01.wav,0.763333,0.016667,0.016667,0.203333,2.4,2.2,3.0,02,Female,Train
MSP-IMPROV-S07A-F03-R-FF01.wav,0.95,0.016667,0.016667,0.016667,3.5,1.375,3.875,03,Female,Development
MSP-IMPROV-S07A-F05-R-FF01.wav,0.95,0.016667,0.016667,0.016667,4.4,1.2,4.4,05,Female,Train
MSP-IMPROV-S07A-F06-R-FF01.wav,0.95,0.016667,0.016667,0.016667,2.714286,1.857143,3.857143,06,Female,Train
MSP-IMPROV-S07A-M01-R-MM01.wav,0.95,0.016667,0.016667,0.016667,3.6,1.4,4.0,01,Male,Train
MSP-IMPROV-S07A-M01-R-MM02.wav,0.95,0.016667,0.016667,0.016667,4.714286,1.571429,4.571429,01,Male,Train
MSP-IMPROV-S07A-M02-R-MM01.wav,0.203333,0.016667,0.763333,0.016667,2.4,2.8,3.2,02,Male,Train
MSP-IMPROV-S07A-M03-R-MM01.wav,0.763333,0.016667,0.203333,0.016667,3.0,2.0,3.8,03,Male,Development
MSP-IMPROV-S07H-F02-R-FF01.wav,0.016667,0.016667,0.016667,0.95,3.2,4.8,3.4,02,Female,Train
MSP-IMPROV-S07H-F03-R-FF01.wav,0.016667,0.016667,0.016667,0.95,4.0,4.5,3.833333,03,Female,Development
MSP-IMPROV-S07H-F05-R-FF01.wav,0.016667,0.016667,0.016667,0.95,4.0,4.4,3.8,05,Female,Train
MSP-IMPROV-S07H-F06-R-FF01.wav,0.172222,0.016667,0.016667,0.794444,2.833333,3.833333,3.166667,06,Female,Train
MSP-IMPROV-S07H-M01-R-MM01.wav,0.016667,0.016667,0.016667,0.95,3.2,4.0,3.6,01,Male,Train
MSP-IMPROV-S07H-M01-R-MM02.wav,0.39,0.016667,0.016667,0.576667,3.6,3.2,3.8,01,Male,Train
MSP-IMPROV-S07H-M02-R-MM01.wav,0.016667,0.016667,0.576667,0.39,2.4,3.4,2.4,02,Male,Train
MSP-IMPROV-S07H-M03-R-MM01.wav,0.016667,0.016667,0.203333,0.763333,2.4,3.8,2.8,03,Male,Development
MSP-IMPROV-S07N-F02-R-FF01.wav,0.133333,0.016667,0.716667,0.133333,1.75,3.125,3.125,02,Female,Train
