,angry,sad,neutral,happy,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
MSP-IMPROV-S01N-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.833333,3.166667,3.166667,6,Female,Train
MSP-IMPROV-S01N-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.375,2.625,2.875,10,Female,Test
MSP-IMPROV-S01N-F05-R-FF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,2.8,2.6,10,Female,Test
MSP-IMPROV-S01N-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,2.6,3.2,12,Female,Train
MSP-IMPROV-S01N-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,3.0,2.8,1,Male,Train
MSP-IMPROV-S01N-M01-R-MM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.6,2.8,1,Male,Train
MSP-IMPROV-S01N-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,2.285714,3,Male,Train
MSP-IMPROV-S01N-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,2.6,3.0,5,Male,Train
MSP-IMPROV-S01S-F02-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.666667,2.333333,2.333333,4,Female,Train
MSP-IMPROV-S01S-F03-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.857143,2.142857,2.714286,6,Female,Train
MSP-IMPROV-S01S-F03-R-FF02.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.4,2.2,2.8,6,Female,Train
MSP-IMPROV-S01S-F05-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.0,1.6,2.4,10,Female,Test
MSP-IMPROV-S01S-F05-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.875,2.125,2.875,10,Female,Test
MSP-IMPROV-S01S-F06-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.4,1.4,3.2,12,Female,Train
MSP-IMPROV-S01S-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.6,1.6,4.0,1,Male,Train
MSP-IMPROV-S01S-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.833333,2.166667,2.666667,3,Male,Train
MSP-IMPROV-S01S-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.25,2.625,3.125,5,Male,Train
MSP-IMPROV-S02A-F02-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.8,2.0,3.6,4,Female,Train
MSP-IMPROV-S02A-F03-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.428571,1.714286,3.285714,6,Female,Train
MSP-IMPROV-S02A-F05-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.0,2.2,3.6,10,Female,Test
MSP-IMPROV-S02A-F06-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.2,1.8,3.6,12,Female,Train
MSP-IMPROV-S02A-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.0,2.0,3.8,1,Male,Train
MSP-IMPROV-S02A-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.166667,3.0,2.833333,3,Male,Train
MSP-IMPROV-S02A-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.2,3.0,5,Male,Train
MSP-IMPROV-S02H-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,4.4,3.6,4,Female,Train
MSP-IMPROV-S02H-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,3.6,2.8,6,Female,Train
MSP-IMPROV-S02H-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.857143,4.285714,3.571429,10,Female,Test
MSP-IMPROV-S02H-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.142857,4.0,3.0,12,Female,Train
MSP-IMPROV-S02H-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.2,2.0,3.8,1,Male,Train
MSP-IMPROV-S02H-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.666667,2.666667,2.666667,3,Male,Train
MSP-IMPROV-S02H-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,4.0,3.8,5,Male,Train
MSP-IMPROV-S02N-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.285714,3.0,2.857143,4,Female,Train
MSP-IMPROV-S02N-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.166667,3.0,2.833333,6,Female,Train
MSP-IMPROV-S02N-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,3.4,3.0,10,Female,Test
MSP-IMPROV-S02N-F05-R-FF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.666667,3.166667,3.0,10,Female,Test
MSP-IMPROV-S02N-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,2.6,3.0,12,Female,Train
MSP-IMPROV-S02N-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.833333,2.833333,3.0,1,Male,Train
MSP-IMPROV-S02N-M01-R-MM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,3.2,2.4,1,Male,Train
MSP-IMPROV-S02N-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.4,2.8,2.0,3,Male,Train
MSP-IMPROV-S02N-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.8,2.6,5,Male,Train
MSP-IMPROV-S02S-F03-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.8,1.8,2.8,6,Female,Train
MSP-IMPROV-S02S-F05-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,3.2,1.4,2.8,10,Female,Test
MSP-IMPROV-S02S-F05-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.4,1.8,2.4,10,Female,Test
MSP-IMPROV-S02S-F06-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.2,1.8,2.8,12,Female,Train
MSP-IMPROV-S02S-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,3.0,2.666667,2.166667,1,Male,Train
MSP-IMPROV-S02S-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.5,2.666667,1.833333,3,Male,Train
MSP-IMPROV-S02S-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,2.4,2.6,5,Male,Train
MSP-IMPROV-S03A-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.625,2.125,3.25,4,Female,Train
MSP-IMPROV-S03A-F03-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.285714,2.285714,3.571429,6,Female,Train
MSP-IMPROV-S03A-F05-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.2,1.6,4.0,10,Female,Test
MSP-IMPROV-S03A-F06-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.333333,1.5,3.166667,12,Female,Train
MSP-IMPROV-S03A-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.2,1.6,3.0,1,Male,Train
MSP-IMPROV-S03A-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,2.8,2.8,3,Male,Train
MSP-IMPROV-S03A-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,2.5,5,Male,Train
MSP-IMPROV-S03H-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,4.4,3.4,4,Female,Train
MSP-IMPROV-S03H-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.875,4.5,3.625,6,Female,Train
MSP-IMPROV-S03H-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.0,4.285714,4.0,10,Female,Test
MSP-IMPROV-S03H-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.666667,3.5,3.166667,12,Female,Train
MSP-IMPROV-S03H-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.777778,3.333333,3.0,3,Male,Train
MSP-IMPROV-S03H-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.166667,3.166667,2.666667,5,Male,Train
MSP-IMPROV-S03N-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.571429,3.285714,2.285714,4,Female,Train
MSP-IMPROV-S03N-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,3.285714,6,Female,Train
MSP-IMPROV-S03N-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,3.4,2.8,10,Female,Test
MSP-IMPROV-S03N-F05-R-FF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.428571,3.0,2.857143,10,Female,Test
MSP-IMPROV-S03N-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.857143,2.571429,2.571429,12,Female,Train
MSP-IMPROV-S03N-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.5,3.166667,3.5,1,Male,Train
MSP-IMPROV-S03N-M01-R-MM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,2.8,1,Male,Train
MSP-IMPROV-S03N-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,2.6,3,Male,Train
MSP-IMPROV-S03N-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,3.0,2.6,5,Male,Train
MSP-IMPROV-S03S-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.571429,2.571429,1.714286,4,Female,Train
MSP-IMPROV-S03S-F03-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.6,1.8,3.2,6,Female,Train
MSP-IMPROV-S03S-F05-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,3.4,1.6,3.0,10,Female,Test
MSP-IMPROV-S03S-F05-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.4,1.6,2.6,10,Female,Test
MSP-IMPROV-S03S-F06-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.333333,1.5,2.166667,12,Female,Train
MSP-IMPROV-S03S-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.571429,3.0,1.714286,3,Male,Train
MSP-IMPROV-S03S-M03-R-MM01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.8,2.2,2.2,5,Male,Train
MSP-IMPROV-S04A-F02-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.5,2.375,3.875,4,Female,Train
MSP-IMPROV-S04A-F03-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.8,1.6,4.0,6,Female,Train
MSP-IMPROV-S04A-F05-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.2,2.0,3.2,10,Female,Test
MSP-IMPROV-S04A-F06-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.2,1.8,3.2,12,Female,Train
MSP-IMPROV-S04A-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.0,1.166667,4.0,1,Male,Train
MSP-IMPROV-S04A-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.166667,2.666667,2.666667,3,Male,Train
MSP-IMPROV-S04A-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.8,2.6,3.6,5,Male,Train
MSP-IMPROV-S04H-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.8,3.8,4.2,4,Female,Train
MSP-IMPROV-S04H-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.4,3.8,2.8,6,Female,Train
MSP-IMPROV-S04H-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.5,4.5,3.333333,10,Female,Test
MSP-IMPROV-S04H-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.2,3.6,3.0,12,Female,Train
MSP-IMPROV-S04H-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.833333,2.5,2.833333,1,Male,Train
MSP-IMPROV-S04H-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,3.4,2.6,3,Male,Train
MSP-IMPROV-S04N-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,3.2,2.8,4,Female,Train
MSP-IMPROV-S04N-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,3.0,3.6,6,Female,Train
MSP-IMPROV-S04N-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,2.8,2.6,10,Female,Test
MSP-IMPROV-S04N-F05-R-FF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.166667,3.0,2.5,10,Female,Test
MSP-IMPROV-S04N-F06-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.2,1.8,3.2,12,Female,Train
MSP-IMPROV-S04N-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,3.0,2.4,1,Male,Train
MSP-IMPROV-S04N-M01-R-MM02.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.0,2.4,3.4,1,Male,Train
MSP-IMPROV-S04N-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.428571,2.857143,2.142857,3,Male,Train
MSP-IMPROV-S04N-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.4,2.6,2.6,5,Male,Train
MSP-IMPROV-S04S-F02-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.8,2.8,2.6,4,Female,Train
MSP-IMPROV-S04S-F03-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.8,1.6,3.2,6,Female,Train
MSP-IMPROV-S04S-F03-R-FF02.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.555556,1.555556,3.333333,6,Female,Train
MSP-IMPROV-S04S-F05-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.714286,1.428571,3.285714,10,Female,Test
MSP-IMPROV-S04S-F05-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.5,1.833333,2.5,10,Female,Test
MSP-IMPROV-S04S-F06-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.0,1.857143,3.0,12,Female,Train
MSP-IMPROV-S04S-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,2.6,3.0,3,Male,Train
MSP-IMPROV-S04S-M03-R-MM01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.428571,2.428571,2.142857,5,Male,Train
MSP-IMPROV-S05A-F02-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.4,2.0,4.0,4,Female,Train
MSP-IMPROV-S05A-F03-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.4,1.6,3.4,6,Female,Train
MSP-IMPROV-S05A-F05-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.333333,1.333333,4.166667,10,Female,Test
MSP-IMPROV-S05A-F06-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.0,2.0,3.5,12,Female,Train
MSP-IMPROV-S05A-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.4,1.8,4.0,1,Male,Train
MSP-IMPROV-S05A-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.285714,2.571429,3.0,3,Male,Train
MSP-IMPROV-S05A-M03-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.2,2.0,3.4,5,Male,Train
MSP-IMPROV-S05H-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,4.2,3.2,4,Female,Train
MSP-IMPROV-S05H-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.333333,3.333333,3.5,6,Female,Train
MSP-IMPROV-S05H-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,3.6,3.2,10,Female,Test
MSP-IMPROV-S05H-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,3.0,3.0,3.0,12,Female,Train
MSP-IMPROV-S05H-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.0,1.833333,3.333333,1,Male,Train
MSP-IMPROV-S05H-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,2.4,2.6,3,Male,Train
MSP-IMPROV-S05N-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.8,3.0,4,Female,Train
MSP-IMPROV-S05N-F03-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.4,2.2,2.8,6,Female,Train
MSP-IMPROV-S05N-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.5,2.833333,2.833333,10,Female,Test
MSP-IMPROV-S05N-F05-R-FF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,2.8,3.0,10,Female,Test
MSP-IMPROV-S05N-F06-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.333333,2.166667,3.166667,12,Female,Train
MSP-IMPROV-S05N-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.4,2.6,2.4,1,Male,Train
MSP-IMPROV-S05N-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.0,2.2,2.8,3,Male,Train
MSP-IMPROV-S05N-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.833333,3.333333,5,Male,Train
MSP-IMPROV-S05S-F02-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.4,2.4,3.2,4,Female,Train
MSP-IMPROV-S05S-F03-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.6,2.2,2.6,6,Female,Train
MSP-IMPROV-S05S-F03-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.8,1.6,2.6,6,Female,Train
MSP-IMPROV-S05S-F05-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.6,1.4,2.2,10,Female,Test
MSP-IMPROV-S05S-F05-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.0,1.6,3.4,10,Female,Test
MSP-IMPROV-S05S-F06-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.2,1.6,2.8,12,Female,Train
MSP-IMPROV-S05S-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.166667,2.5,2.833333,5,Male,Train
MSP-IMPROV-S06A-F02-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.4,1.8,3.6,4,Female,Train
MSP-IMPROV-S06A-F03-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.4,1.2,4.4,6,Female,Train
MSP-IMPROV-S06A-F05-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.0,1.8,4.0,10,Female,Test
MSP-IMPROV-S06A-F06-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.6,1.8,2.6,12,Female,Train
MSP-IMPROV-S06A-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.833333,1.333333,4.0,1,Male,Train
MSP-IMPROV-S06A-M01-R-MM02.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,4.4,1.0,4.0,1,Male,Train
MSP-IMPROV-S06A-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.714286,3.0,3.142857,3,Male,Train
MSP-IMPROV-S06A-M03-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.5,2.125,3.375,5,Male,Train
MSP-IMPROV-S06H-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.2,4.0,3.2,4,Female,Train
MSP-IMPROV-S06H-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.0,4.0,4.2,6,Female,Train
MSP-IMPROV-S06H-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.4,3.6,3.4,10,Female,Test
MSP-IMPROV-S06H-F06-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,2.8,3.0,12,Female,Train
MSP-IMPROV-S06H-M01-R-MM01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.4,2.6,3.4,1,Male,Train
MSP-IMPROV-S06H-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,3.4,3.0,3,Male,Train
MSP-IMPROV-S06N-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.428571,3.142857,2.857143,4,Female,Train
MSP-IMPROV-S06N-F03-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.2,3.0,3.0,6,Female,Train
MSP-IMPROV-S06N-F05-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,3.0,10,Female,Test
MSP-IMPROV-S06N-F06-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,1.2,2.4,2.8,12,Female,Train
MSP-IMPROV-S06N-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.125,2.375,3.25,1,Male,Train
MSP-IMPROV-S06N-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.4,2.6,2.4,3,Male,Train
MSP-IMPROV-S06N-M03-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,3.0,3.0,5,Male,Train
MSP-IMPROV-S06S-F02-R-FF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.4,2.6,2.2,4,Female,Train
MSP-IMPROV-S06S-F02-R-FF02.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.2,2.6,3.2,4,Female,Train
MSP-IMPROV-S06S-F03-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.2,1.8,3.2,6,Female,Train
MSP-IMPROV-S06S-F05-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.4,1.6,3.2,10,Female,Test
MSP-IMPROV-S06S-F06-R-FF01.wav,0.016666666666666666,0.95,0.016666666666666666,0.016666666666666666,2.0,2.142857,3.0,12,Female,Train
MSP-IMPROV-S06S-M01-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.833333,2.333333,2.666667,1,Male,Train
MSP-IMPROV-S06S-M02-R-MM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.4,2.8,2.6,3,Male,Train
MSP-IMPROV-S06S-M03-R-MM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.4,2.6,2.8,5,Male,Train
MSP-IMPROV-S07A-F02-R-FF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.4,2.2,3.0,4,Female,Train
