,angry,sad,disgust,contempt,fear,neutral,surprise,happy,words
MSP-PODCAST_1628_0029_0013.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,"Interested,Interested"
MSP-PODCAST_1628_0034.wav,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,"Cautious,Cautious"
MSP-PODCAST_1628_0038.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Motivated
MSP-PODCAST_1629_0016_0002.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Tranquil
MSP-PODCAST_1629_0028_0001.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"mellow,Contented"
MSP-PODCAST_1629_0031.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,relaxed
MSP-PODCAST_1629_0044.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,"Cautious,Cautious"
MSP-PODCAST_1629_0050_0002.wav,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,"shocked,shocked"
MSP-PODCAST_1629_0050_0006.wav,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,Concern
MSP-PODCAST_1629_0070_0002.wav,0.0,0.75,0.0,0.0,0.0,0.083333333,0.083333333,0.083333333,Worried
MSP-PODCAST_1629_0070_0003.wav,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,impressed
MSP-PODCAST_1630_0002.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Explanatory
MSP-PODCAST_1630_0015.wav,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,"tired,tired"
MSP-PODCAST_1630_0018_0006.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Serious
MSP-PODCAST_1630_0022_0003.wav,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,awe
MSP-PODCAST_1630_0022_0008.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"calm,explanatory "
MSP-PODCAST_1630_0024_0002.wav,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.0,neutral
MSP-PODCAST_1630_0026_0003.wav,0.1,0.1,0.2,0.3,0.0,0.2,0.0,0.1,"Annoyed,Concerned,pleasent"
MSP-PODCAST_1630_0026_0004.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cautious
MSP-PODCAST_1630_0034_0001.wav,0.0,0.555555556,0.111111111,0.0,0.0,0.222222222,0.0,0.111111111,Concerned
MSP-PODCAST_1630_0034_0003.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,contemplative
MSP-PODCAST_1630_0041_0004.wav,0.0,0.363636364,0.0,0.181818182,0.0,0.363636364,0.090909091,0.0,pessimistic
MSP-PODCAST_1630_0041_0006.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cautious
MSP-PODCAST_1630_0041_0009.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,insightful
MSP-PODCAST_1630_0052_0002.wav,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.0,regret
MSP-PODCAST_1631_0004_0004.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"analytical,Cautious"
MSP-PODCAST_1631_0025.wav,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,concern
MSP-PODCAST_1631_0027_0005.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Embarrassed
MSP-PODCAST_1631_0027_0007.wav,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,Concern
MSP-PODCAST_1631_0038_0005.wav,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.5,"admiration,admiration"
MSP-PODCAST_1631_0043_0001.wav,0.0,0.0,0.090909091,0.090909091,0.090909091,0.090909091,0.0,0.636363636,"Inspired,Proud,Inspired,gratitude"
MSP-PODCAST_1631_0043_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Admiration
MSP-PODCAST_1631_0060_0004.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Supportive
MSP-PODCAST_1632_0010.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Intrigued
MSP-PODCAST_1632_0014.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cautious
MSP-PODCAST_1632_0015.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cautious
MSP-PODCAST_1632_0021.wav,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,"matter of factly,matter of factly"
MSP-PODCAST_1632_0031.wav,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,"Inquisitive,Inquisitive"
MSP-PODCAST_1632_0032_0004.wav,0.0,0.4,0.1,0.1,0.2,0.1,0.1,0.0,Concerned
MSP-PODCAST_1636_0029.wav,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,Professional
MSP-PODCAST_1636_0034_0004.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,calm
MSP-PODCAST_1637_0002.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,"Thankful,Thankful"
MSP-PODCAST_1637_0010_0002.wav,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.5,Amused
MSP-PODCAST_1637_0010_0004.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,"Cautious,Cautious"
MSP-PODCAST_1637_0010_0005.wav,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0.0,"Cautious,interested,Cautious,interested"
MSP-PODCAST_1637_0010_0007.wav,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.7,"encouraged,Enthusiastic"
MSP-PODCAST_1637_0010_0008.wav,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,sincere
MSP-PODCAST_1637_0011.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"inquisitive,Convicted"
MSP-PODCAST_1637_0022_0001.wav,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,"Cautious,Cautious"
MSP-PODCAST_1637_0022_0003.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,"Explanatory,informative"
MSP-PODCAST_1637_0024_0002.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Cautious,Neutral,Cautious"
MSP-PODCAST_1637_0025.wav,0.0,0.0,0.0,0.125,0.25,0.25,0.125,0.25,"interested,interested"
MSP-PODCAST_1637_0027_0002.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,interested 
MSP-PODCAST_1637_0031.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Confident
MSP-PODCAST_1637_0032.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,"Cautious,Cautious"
MSP-PODCAST_1637_0036_0002.wav,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,"Cautious,Cautious"
MSP-PODCAST_1637_0042.wav,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.2,Passive Aggressive 
MSP-PODCAST_1637_0052_0003.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"excited,interested"
MSP-PODCAST_1637_0062.wav,0.0,0.0,0.0,0.0,0.0,0.090909091,0.0,0.909090909,Thankful
MSP-PODCAST_1638_0083.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bored
MSP-PODCAST_1638_0102.wav,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,Engaged
MSP-PODCAST_1638_0128.wav,0.0,0.0,0.0,0.0,0.0,0.666666667,0.333333333,0.0,"Cautious,optimistic,calm,Cautious,optimistic"
MSP-PODCAST_1638_0135.wav,0.166666667,0.166666667,0.0,0.166666667,0.0,0.166666667,0.333333333,0.0,"UNEASY,frustrated"
MSP-PODCAST_1638_0142.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,insightful
MSP-PODCAST_1638_0149.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,"concerned,worried"
MSP-PODCAST_1638_0164.wav,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,"interested,interested"
MSP-PODCAST_1638_0165.wav,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,"Boredom,Boredom"
MSP-PODCAST_1639_0003.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,just a bit of optimism
MSP-PODCAST_1639_0013.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,annoyed
MSP-PODCAST_1639_0032_0003.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Amused
MSP-PODCAST_1639_0035_0003.wav,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,"Calmness,Calmness"
MSP-PODCAST_1639_0038_0001.wav,0.0,0.333333333,0.0,0.0,0.0,0.333333333,0.0,0.333333333,"confused,Concerned,seemed neutral all around"
MSP-PODCAST_1639_0041_0001.wav,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,EXCITED
MSP-PODCAST_1639_0041_0002.wav,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,disappointed
MSP-PODCAST_1639_0052.wav,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,"contemplation,contemplation"
MSP-PODCAST_1639_0059.wav,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,concerned
MSP-PODCAST_1639_0062_0005.wav,0.0,0.0,0.083333333,0.083333333,0.0,0.25,0.083333333,0.5,calm
MSP-PODCAST_1639_0062_0006.wav,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,"enthusiasm,enthusiasm"
MSP-PODCAST_1639_0062_0011.wav,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,frustration
MSP-PODCAST_1639_0062_0018.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,Concern
MSP-PODCAST_1639_0062_0027.wav,0.1,0.0,0.0,0.2,0.0,0.3,0.1,0.3,"nervous,nervous"
MSP-PODCAST_1639_0062_0028.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,Uncertain
MSP-PODCAST_1639_0068.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cautious
MSP-PODCAST_1639_0072.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"contemplative,Cautious"
MSP-PODCAST_1639_0090.wav,0.0,0.0,0.0,0.0,0.0,0.090909091,0.090909091,0.818181818,amused
MSP-PODCAST_1640_0002.wav,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,confused
MSP-PODCAST_1640_0004.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,concern
MSP-PODCAST_1640_0007_0005.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,"Frustrated,Explanatory"
MSP-PODCAST_1640_0007_0006.wav,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,"Cautious,Cautious"
MSP-PODCAST_1640_0008.wav,0.0,0.272727273,0.0,0.181818182,0.0,0.545454545,0.0,0.0,"neutral,Monotone"
MSP-PODCAST_1640_0009_0001.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,concern
MSP-PODCAST_1640_0017.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.25,"Cautious,Cautious"
MSP-PODCAST_1640_0018.wav,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,"Cautious,Cautious"
MSP-PODCAST_1640_0020.wav,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0,thoughtful
MSP-PODCAST_1640_0031_0013.wav,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,upset
MSP-PODCAST_1640_0032_0004.wav,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,"Congradulatory,calm,congradulatory"
MSP-PODCAST_1640_0037.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,insightful
MSP-PODCAST_1640_0041_0005.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,"curious,curious"
MSP-PODCAST_1640_0041_0008.wav,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,"concerned,Confident "
MSP-PODCAST_1640_0041_0012.wav,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.333333333,"Cautious,Cautious"
MSP-PODCAST_1640_0041_0013.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,concern
MSP-PODCAST_1640_0046.wav,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,curios
MSP-PODCAST_1640_0048.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Speculative
MSP-PODCAST_1640_0054.wav,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,"curios,Curios"
MSP-PODCAST_1640_0055.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
MSP-PODCAST_1640_0063.wav,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,"interested,interested"
MSP-PODCAST_1640_0069.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Empathetic
MSP-PODCAST_1641_0011_0001.wav,0.0,0.0,0.0,0.0,0.0,0.076923077,0.0,0.923076923,Grateful
MSP-PODCAST_1641_0011_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral
MSP-PODCAST_1641_0014_0002.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Motivational
MSP-PODCAST_1641_0014_0005.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,proud
MSP-PODCAST_1641_0014_0007.wav,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,"nervous,nervous"
MSP-PODCAST_1641_0014_0011.wav,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,concerned
MSP-PODCAST_1641_0014_0012.wav,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,concerned
MSP-PODCAST_1641_0014_0016.wav,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2,Annoyed
MSP-PODCAST_1641_0014_0019.wav,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0,thoughtful
MSP-PODCAST_1641_0014_0027.wav,0.0,0.111111111,0.0,0.0,0.111111111,0.444444444,0.111111111,0.222222222,"Pride,passionate"
MSP-PODCAST_1641_0035.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"enthusiastic,enthusiastic"
MSP-PODCAST_1641_0036.wav,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Inspired
MSP-PODCAST_1641_0038_0001.wav,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,Calm
MSP-PODCAST_1641_0038_0009.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,concerned
MSP-PODCAST_1641_0053.wav,0.0,0.333333333,0.0,0.0,0.0,0.333333333,0.0,0.333333333,"Confused,Cautious,Cautious"
MSP-PODCAST_1641_0058.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Concern
MSP-PODCAST_1641_0065.wav,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,grateful
MSP-PODCAST_1641_0076.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Content
MSP-PODCAST_1641_0081.wav,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,Grateful
MSP-PODCAST_1641_0083.wav,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.909090909,"grateful,deferential,appreciative"
MSP-PODCAST_1642_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"grateful,cheerful"
MSP-PODCAST_1642_0005_0002.wav,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,resignation
MSP-PODCAST_1642_0007_0001.wav,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25,Determined
MSP-PODCAST_1642_0007_0003.wav,0.0,0.666666667,0.0,0.333333333,0.0,0.0,0.0,0.0,"interested,concerned,interested"
MSP-PODCAST_1642_0033.wav,0.333333333,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,"concerned,frustrated"
MSP-PODCAST_1642_0034.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,Confused
MSP-PODCAST_1642_0035.wav,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,Frustrated
MSP-PODCAST_1642_0039.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,praising
MSP-PODCAST_1642_0041.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,"Cautious,Cautious"
MSP-PODCAST_1643_0003.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous
MSP-PODCAST_1643_0017.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,concerned
MSP-PODCAST_1644_0004_0003.wav,0.0,0.111111111,0.0,0.0,0.0,0.222222222,0.111111111,0.555555556,"excited,Proud,satisfied,Proud"
MSP-PODCAST_1644_0004_0008.wav,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4,passionate
MSP-PODCAST_1644_0023.wav,0.0,0.0,0.0,0.0,0.0,0.571428571,0.0,0.428571429,"content,Annoyed,content"
MSP-PODCAST_1644_0030.wav,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.0,fear
MSP-PODCAST_1644_0035_0004.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,pensive
MSP-PODCAST_1644_0038_0002.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Cautious,Educated"
MSP-PODCAST_1644_0038_0003.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Informative
MSP-PODCAST_1644_0038_0005.wav,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,Concerned
MSP-PODCAST_1644_0049.wav,0.111111111,0.0,0.222222222,0.222222222,0.111111111,0.111111111,0.111111111,0.111111111,"Frustrated,Cautious,Cautious"
MSP-PODCAST_1644_0052.wav,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,"amused,embarassed,Awkward,self conscious"
MSP-PODCAST_1644_0055_0005.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Anxious
MSP-PODCAST_1644_0057.wav,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,Cautious
MSP-PODCAST_1644_0074_0002.wav,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,calm
MSP-PODCAST_1644_0074_0003.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,matter of fact
MSP-PODCAST_1644_0074_0006.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,Concern
MSP-PODCAST_1644_0074_0008.wav,0.1,0.0,0.2,0.3,0.0,0.3,0.1,0.0,frustration
MSP-PODCAST_1644_0075.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,Disappointment
MSP-PODCAST_1644_0086_0004.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Perplexed
MSP-PODCAST_1644_0092_0002.wav,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,Anxious
MSP-PODCAST_1644_0093_0001.wav,0.2,0.0,0.0,0.2,0.0,0.4,0.2,0.0,analytical
MSP-PODCAST_1644_0102_0002.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,could barely hear them
MSP-PODCAST_1644_0112.wav,0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.0,Neutral
MSP-PODCAST_1644_0122.wav,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.25,confused
MSP-PODCAST_1644_0140.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,neutral
MSP-PODCAST_1644_0159_0004.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Concerned
MSP-PODCAST_1644_0160.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,cynical
MSP-PODCAST_1644_0178.wav,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,confused
MSP-PODCAST_1644_0184_0001.wav,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,defensive
MSP-PODCAST_1644_0184_0002.wav,0.0,0.0,0.0,0.2,0.1,0.6,0.0,0.1,"Cautious,Concerned,determined,Cautious"
MSP-PODCAST_1644_0184_0003.wav,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,Concern
MSP-PODCAST_1644_0184_0004.wav,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,Frustrated
MSP-PODCAST_1644_0217.wav,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,"calm,calm"
MSP-PODCAST_1644_0219_0001.wav,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,Excited
MSP-PODCAST_1644_0224.wav,0.0,0.090909091,0.0,0.0,0.0,0.090909091,0.0,0.818181818,Amused
MSP-PODCAST_1645_0010_0001.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Concerned
MSP-PODCAST_1645_0010_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Determined
MSP-PODCAST_1645_0013.wav,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,"excited,interested"
MSP-PODCAST_1645_0029_0001.wav,0.0,0.0,0.125,0.0,0.0,0.125,0.25,0.5,excited
MSP-PODCAST_1645_0029_0002.wav,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,ecxited
MSP-PODCAST_1645_0034.wav,0.0,0.0,0.090909091,0.0,0.090909091,0.090909091,0.272727273,0.454545455,"excited,loud,Cautious,Cautious"
MSP-PODCAST_1645_0041_0002.wav,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.0,Excited
MSP-PODCAST_1645_0041_0005.wav,0.1,0.0,0.0,0.2,0.0,0.2,0.1,0.4,"annoyed,Concerned"
MSP-PODCAST_1645_0041_0008.wav,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,Intrigue
MSP-PODCAST_1645_0054_0002.wav,0.0,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,"humor,Amused,humor"
MSP-PODCAST_1645_0054_0004.wav,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.5,excited
MSP-PODCAST_1645_0071.wav,0.090909091,0.0,0.0,0.090909091,0.0,0.090909091,0.272727273,0.454545455,Concern
MSP-PODCAST_1645_0081.wav,0.0,0.0,0.0,0.0,0.0,0.111111111,0.111111111,0.777777778,"Excited,Excited"
MSP-PODCAST_1645_0094.wav,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.2,"Cautious,Cautious"
MSP-PODCAST_1645_0097.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,"Informative,proud"
MSP-PODCAST_1645_0102_0001.wav,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,Concern
