FileName,frustrated,angry,sad,disgust,excited,fear,neutral,surprise,happy,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
Ses01M_script03_1_M003.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.635417,0.00625,0.00625,0.00625,3.5,4.0,1.5,01,Male,Train
Ses01F_impro06_F005.wav,0.00625,0.00625,0.76125,0.00625,0.00625,0.00625,0.195,0.00625,0.00625,2.333333,2.0,3.666667,01,Female,Train
Ses01M_script02_2_M032.wav,0.635417,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.5,2.0,01,Male,Train
Ses01M_script01_3_F003.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.242188,0.00625,0.242188,1.5,4.0,2.5,01,Female,Train
Ses01M_script01_1_M037.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,2.333333,2.333333,2.666667,01,Male,Train
Ses01F_impro06_M010.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.00625,0.00625,2.333333,3.0,2.333333,01,Male,Train
Ses01M_impro07_F032.wav,0.00625,0.00625,0.00625,0.00625,0.242188,0.00625,0.478125,0.00625,0.242188,2.666667,3.0,2.333333,01,Female,Train
Ses01F_script02_2_F045.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.635417,1.5,3.5,1.5,01,Female,Train
Ses01M_script02_1_M019.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.320833,3.5,4.0,3.0,01,Male,Train
Ses01M_script03_1_F024.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.635417,3.5,4.0,3.0,01,Female,Train
Ses01F_script03_1_F013.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.320833,2.5,4.0,2.5,01,Female,Train
Ses01M_script01_1_F001.wav,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,2.666667,2.0,3.0,01,Female,Train
Ses01M_script02_2_F022.wav,0.00625,0.00625,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,2.5,3.0,2.5,01,Female,Train
Ses01M_script01_1_M009.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,3.0,2.333333,3.333333,01,Male,Train
Ses01M_script02_2_M037.wav,0.242188,0.242188,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.5,1.5,2.5,01,Male,Train
Ses01M_impro06_M011.wav,0.00625,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,2.0,1.666667,2.333333,01,Male,Train
Ses01M_impro03_F013.wav,0.00625,0.00625,0.00625,0.00625,0.76125,0.00625,0.00625,0.00625,0.195,4.0,4.333333,4.0,01,Female,Train
Ses01F_impro02_M005.wav,0.38375,0.00625,0.5725,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.0,1.666667,01,Male,Train
Ses01F_script02_2_F037.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.320833,3.5,2.0,3.0,01,Female,Train
Ses01F_script02_1_M043.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,3.0,4.0,2.0,01,Male,Train
Ses01F_script01_1_M002.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.00625,0.00625,3.0,2.666667,2.333333,01,Male,Train
Ses01M_script02_1_F017.wav,0.242188,0.714063,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,4.0,2.0,4.0,01,Female,Train
Ses01F_script03_2_F028.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.5,1.5,4.5,01,Female,Train
Ses01M_impro05_M031.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,5.0,1.0,4.0,01,Male,Train
Ses01F_script01_1_F025.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.333333,2.666667,3.666667,01,Female,Train
Ses01F_script03_1_F017.wav,0.00625,0.00625,0.320833,0.00625,0.320833,0.320833,0.00625,0.00625,0.00625,3.0,3.0,2.0,01,Female,Train
Ses01F_script02_2_M046.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.635417,2.5,4.0,1.5,01,Male,Train
Ses01F_impro05_M006.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.00625,0.00625,2.666667,3.666667,2.333333,01,Male,Train
Ses01M_script02_2_F037.wav,0.00625,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,1.5,2.0,1.5,01,Female,Train
Ses01F_impro05_F028.wav,0.242188,0.714063,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.333333,1.666667,4.333333,01,Female,Train
Ses01M_script02_1_M025.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.00625,3.0,2.5,2.0,01,Male,Train
Ses01F_impro06_M005.wav,0.00625,0.00625,0.242188,0.00625,0.00625,0.00625,0.714063,0.00625,0.00625,2.0,2.666667,2.0,01,Male,Train
Ses01M_script01_3_F008.wav,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,2.0,3.5,2.5,01,Female,Train
Ses01F_script02_1_M017.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.00625,0.320833,2.5,4.0,2.0,01,Male,Train
Ses01M_impro05_M016.wav,0.242188,0.242188,0.00625,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,3.666667,2.0,4.0,01,Male,Train
Ses01F_script03_1_F011.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.635417,3.5,4.0,2.5,01,Female,Train
Ses01M_script01_3_F029.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.5,3.0,01,Female,Train
Ses01M_impro06_F022.wav,0.00625,0.00625,0.242188,0.00625,0.00625,0.00625,0.714063,0.00625,0.00625,2.0,2.666667,2.333333,01,Female,Train
Ses01F_script02_2_M006.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,2.0,3.0,1.5,01,Male,Train
Ses01F_script01_1_M024.wav,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,1.666667,2.666667,2.0,01,Male,Train
Ses01M_script03_2_F019.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.0,4.0,01,Female,Train
Ses01F_impro01_F005.wav,0.195,0.195,0.00625,0.00625,0.00625,0.00625,0.5725,0.00625,0.00625,3.333333,2.666667,2.333333,01,Female,Train
Ses01F_impro07_M004.wav,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,0.163542,0.163542,4.0,4.333333,2.666667,01,Male,Train
Ses01M_script01_3_M009.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,3.5,3.5,2.5,01,Male,Train
Ses01M_script02_1_F016.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,2.5,2.0,3.5,01,Female,Train
Ses01F_impro07_F013.wav,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,0.00625,0.320833,4.0,4.666667,4.0,01,Female,Train
Ses01F_script02_1_M032.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,2.5,3.0,2.0,01,Male,Train
Ses01M_script02_1_F023.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,2.5,2.0,3.5,01,Female,Train
Ses01M_impro07_M004.wav,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,0.00625,0.320833,3.666667,4.666667,2.666667,01,Male,Train
Ses01M_script03_2_F039.wav,0.242188,0.714063,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,4.5,1.0,5.0,01,Female,Train
Ses01M_impro07_F007.wav,0.00625,0.00625,0.00625,0.00625,0.5725,0.00625,0.00625,0.195,0.195,3.333333,4.0,3.0,01,Female,Train
Ses01F_impro06_M002.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,0.00625,0.00625,1.666667,2.666667,2.333333,01,Male,Train
Ses01F_script02_1_M004.wav,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,3.0,4.5,2.5,01,Male,Train
Ses01M_script01_3_F018.wav,0.00625,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,1.5,2.5,1.5,01,Female,Train
Ses01F_script02_2_F032.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.5,2.5,01,Female,Train
Ses01M_impro01_F011.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,4.333333,2.0,4.666667,01,Female,Train
Ses01F_impro04_F024.wav,0.38375,0.38375,0.00625,0.195,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.333333,3.666667,01,Female,Train
Ses01M_impro05_M002.wav,0.76125,0.195,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,4.0,1.333333,4.333333,01,Male,Train
Ses01M_script02_2_M020.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,2.5,2.5,2.5,01,Male,Train
Ses01M_script03_2_M024.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,4.0,2.0,4.5,01,Male,Train
Ses01M_script03_1_F004.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.635417,3.0,4.5,3.0,01,Female,Train
Ses01F_impro02_F016.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,0.00625,0.00625,1.333333,2.0,3.0,01,Female,Train
Ses01F_script02_2_F044.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.635417,2.5,4.0,2.0,01,Female,Train
Ses01F_impro05_M019.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.242188,0.714063,0.00625,0.00625,2.0,2.666667,2.333333,01,Male,Train
Ses01F_script03_1_M000.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,0.00625,4.0,2.5,1.0,01,Male,Train
Ses01M_impro07_M023.wav,0.320833,0.320833,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,4.0,3.0,3.666667,01,Male,Train
Ses01M_impro05_F031.wav,0.00625,0.242188,0.00625,0.00625,0.00625,0.00625,0.714063,0.00625,0.00625,3.0,2.666667,2.666667,01,Female,Train
Ses01M_impro04_M008.wav,0.478125,0.242188,0.00625,0.242188,0.00625,0.00625,0.00625,0.00625,0.00625,3.333333,1.666667,4.0,01,Male,Train
Ses01F_script01_3_M005.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.635417,0.00625,0.00625,2.666667,4.0,2.333333,01,Male,Train
Ses01F_script03_2_M003.wav,0.320833,0.00625,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.00625,3.0,2.0,3.5,01,Male,Train
Ses01M_impro01_M013.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.333333,2.333333,3.666667,01,Male,Train
Ses01M_impro01_F013.wav,0.195,0.38375,0.00625,0.00625,0.00625,0.00625,0.38375,0.00625,0.00625,2.666667,3.0,3.666667,01,Female,Train
Ses01F_impro04_F016.wav,0.76125,0.195,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,4.0,2.0,3.666667,01,Female,Train
Ses01M_impro06_M002.wav,0.00625,0.00625,0.76125,0.00625,0.00625,0.00625,0.195,0.00625,0.00625,2.0,2.333333,1.666667,01,Male,Train
Ses01F_script02_2_M044.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,2.5,4.0,2.5,01,Male,Train
Ses01F_script01_3_M017.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.635417,3.0,4.0,3.333333,01,Male,Train
Ses01M_script01_3_M017.wav,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,3.0,4.5,2.5,01,Male,Train
Ses01M_script01_1_F006.wav,0.00625,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,2.333333,2.0,1.666667,01,Female,Train
Ses01M_impro05_M018.wav,0.5725,0.195,0.00625,0.00625,0.00625,0.00625,0.00625,0.195,0.00625,3.333333,2.0,3.333333,01,Male,Train
Ses01F_impro04_F018.wav,0.38375,0.38375,0.00625,0.00625,0.195,0.00625,0.00625,0.00625,0.00625,4.333333,2.0,3.666667,01,Female,Train
Ses01M_impro07_F010.wav,0.00625,0.00625,0.00625,0.00625,0.242188,0.00625,0.478125,0.00625,0.242188,2.333333,3.333333,2.333333,01,Female,Train
Ses01F_impro05_F026.wav,0.242188,0.478125,0.00625,0.242188,0.00625,0.00625,0.00625,0.00625,0.00625,4.0,1.666667,4.0,01,Female,Train
Ses01M_script03_2_F013.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,1.5,4.0,01,Female,Train
Ses01M_script01_1_M027.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.666667,3.666667,01,Male,Train
Ses01M_script03_1_F002.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.635417,0.00625,0.00625,0.00625,3.5,2.5,1.0,01,Female,Train
Ses01M_impro05_F020.wav,0.00625,0.242188,0.00625,0.00625,0.00625,0.00625,0.714063,0.00625,0.00625,3.333333,3.333333,4.0,01,Female,Train
Ses01M_impro06_F026.wav,0.00625,0.00625,0.38375,0.00625,0.00625,0.00625,0.5725,0.00625,0.00625,2.666667,3.0,2.666667,01,Female,Train
Ses01F_script03_1_M007.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.635417,3.5,4.5,2.5,01,Male,Train
Ses01F_script02_1_F000.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.00625,0.00625,2.0,2.5,2.0,01,Female,Train
Ses01M_script03_2_M030.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.5,2.0,4.5,01,Male,Train
Ses01F_script03_1_M003.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,0.00625,3.5,2.5,1.5,01,Male,Train
Ses01F_script02_1_M007.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.00625,0.00625,2.5,3.0,2.5,01,Male,Train
Ses01F_impro04_F028.wav,0.163542,0.478125,0.00625,0.163542,0.163542,0.00625,0.00625,0.00625,0.00625,3.333333,2.333333,3.666667,01,Female,Train
Ses01F_script02_1_F001.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,2.0,2.5,2.5,01,Female,Train
Ses01F_script01_3_F031.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.00625,0.00625,1.0,2.0,1.333333,01,Female,Train
Ses01M_script02_2_M048.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.320833,2.5,4.0,2.0,01,Male,Train
Ses01F_impro03_F017.wav,0.00625,0.00625,0.00625,0.00625,0.242188,0.00625,0.478125,0.00625,0.242188,3.0,4.0,2.5,01,Female,Train
Ses01M_impro07_F000.wav,0.00625,0.00625,0.00625,0.00625,0.242188,0.00625,0.478125,0.00625,0.242188,2.333333,4.0,2.333333,01,Female,Train
Ses01M_impro07_F031.wav,0.00625,0.00625,0.00625,0.00625,0.242188,0.00625,0.242188,0.242188,0.242188,2.666667,3.333333,3.0,01,Female,Train
Ses01F_script01_3_M022.wav,0.00625,0.00625,0.635417,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,2.0,3.0,2.0,01,Male,Train
Ses01F_impro06_F001.wav,0.195,0.00625,0.195,0.00625,0.00625,0.00625,0.38375,0.00625,0.195,2.0,2.333333,2.333333,01,Female,Train
Ses01M_impro06_F019.wav,0.00625,0.00625,0.38375,0.00625,0.00625,0.00625,0.5725,0.00625,0.00625,2.333333,3.0,2.666667,01,Female,Train
Ses01M_script01_2_F000.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,2.5,2.5,3.0,01,Female,Train
Ses01M_impro01_F025.wav,0.00625,0.242188,0.00625,0.242188,0.00625,0.00625,0.478125,0.00625,0.00625,3.0,2.666667,4.0,01,Female,Train
Ses01F_script02_1_F012.wav,0.00625,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.00625,3.0,2.5,2.5,01,Female,Train
Ses01M_impro04_M005.wav,0.5725,0.195,0.00625,0.00625,0.00625,0.195,0.00625,0.00625,0.00625,4.0,2.0,4.0,01,Male,Train
Ses01F_script03_2_F002.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.635417,3.5,4.0,4.0,01,Female,Train
Ses01M_impro05_F007.wav,0.00625,0.195,0.00625,0.00625,0.00625,0.00625,0.5725,0.195,0.00625,2.333333,2.666667,3.0,01,Female,Train
Ses01M_impro01_M018.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,4.666667,1.333333,4.666667,01,Male,Train
Ses01F_script01_1_F040.wav,0.478125,0.242188,0.00625,0.00625,0.00625,0.00625,0.242188,0.00625,0.00625,2.666667,2.333333,4.0,01,Female,Train
Ses01F_script02_1_M000.wav,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,3.5,4.5,2.5,01,Male,Train
Ses01M_script03_2_F016.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,3.0,2.5,4.0,01,Female,Train
Ses01F_impro04_M023.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.00625,0.00625,2.333333,2.666667,2.0,01,Male,Train
Ses01F_script01_1_F044.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,1.333333,2.333333,1.333333,01,Female,Train
Ses01M_script03_1_F029.wav,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,3.0,4.0,3.0,01,Female,Train
Ses01F_impro04_F015.wav,0.242188,0.478125,0.00625,0.242188,0.00625,0.00625,0.00625,0.00625,0.00625,4.0,2.0,3.666667,01,Female,Train
Ses01F_script01_1_M003.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,2.0,3.0,2.0,01,Male,Train
Ses01M_script02_2_M018.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.00625,2.0,2.5,2.5,01,Male,Train
Ses01F_impro07_M003.wav,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.00625,0.00625,0.320833,3.666667,4.666667,2.333333,01,Male,Train
