FileName,depressed,frustrated,angry,sad,disgust,excited,fear,neutral,surprise,happy,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
MSP-IMPROV-S01S-M02-R-MM01.wav,0.288889,0.005556,0.005556,0.194444,0.005556,0.005556,0.1,0.383333,0.005556,0.005556,1.833333,2.166667,2.666667,02,Male,Train
MSP-IMPROV-S01S-M03-R-MM01.wav,0.123611,0.241667,0.005556,0.182639,0.064583,0.005556,0.005556,0.300694,0.005556,0.064583,2.25,2.625,3.125,03,Male,Development
MSP-IMPROV-S02A-F02-R-FF01.wav,0.005556,0.32037,0.425309,0.005556,0.215432,0.005556,0.005556,0.005556,0.005556,0.005556,2.8,2.0,3.6,02,Female,Train
MSP-IMPROV-S02A-F03-R-FF01.wav,0.005556,0.342857,0.410317,0.005556,0.207937,0.005556,0.005556,0.005556,0.005556,0.005556,3.428571,1.714286,3.285714,03,Female,Development
MSP-IMPROV-S02A-F05-R-FF01.wav,0.005556,0.177273,0.434848,0.005556,0.091414,0.177273,0.005556,0.005556,0.091414,0.005556,4.0,2.2,3.6,05,Female,Train
MSP-IMPROV-S02A-F06-R-FF01.wav,0.110494,0.215432,0.530247,0.005556,0.110494,0.005556,0.005556,0.005556,0.005556,0.005556,3.2,1.8,3.6,06,Female,Train
MSP-IMPROV-S02A-M01-R-MM01.wav,0.005556,0.241667,0.595833,0.005556,0.005556,0.123611,0.005556,0.005556,0.005556,0.005556,4.0,2.0,3.8,01,Male,Train
MSP-IMPROV-S02A-M02-R-MM01.wav,0.140476,0.005556,0.005556,0.140476,0.005556,0.005556,0.005556,0.680159,0.005556,0.005556,2.166667,3.0,2.833333,02,Male,Train
MSP-IMPROV-S02A-M03-R-MM01.wav,0.005556,0.275397,0.005556,0.140476,0.140476,0.005556,0.005556,0.410317,0.005556,0.005556,2.0,3.2,3.0,03,Male,Development
MSP-IMPROV-S02H-F02-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.288889,0.005556,0.1,0.1,0.477778,2.6,4.4,3.6,02,Female,Train
MSP-IMPROV-S02H-F03-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.162963,0.005556,0.005556,0.005556,0.792593,2.8,3.6,2.8,03,Female,Development
MSP-IMPROV-S02H-F05-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.263131,0.005556,0.005556,0.091414,0.606566,3.857143,4.285714,3.571429,05,Female,Train
MSP-IMPROV-S02H-F06-R-FF01.wav,0.005556,0.1,0.005556,0.1,0.005556,0.005556,0.005556,0.572222,0.005556,0.194444,2.142857,4.0,3.0,06,Female,Train
MSP-IMPROV-S02H-M01-R-MM01.wav,0.005556,0.223504,0.368803,0.005556,0.150855,0.078205,0.005556,0.150855,0.005556,0.005556,3.2,2.0,3.8,01,Male,Train
MSP-IMPROV-S02H-M02-R-MM01.wav,0.140476,0.005556,0.005556,0.140476,0.005556,0.005556,0.005556,0.680159,0.005556,0.005556,1.666667,2.666667,2.666667,02,Male,Train
MSP-IMPROV-S02H-M03-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.241667,0.005556,0.241667,0.005556,0.477778,2.8,4.0,3.8,03,Male,Development
MSP-IMPROV-S02N-F02-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.123611,0.005556,0.831944,0.005556,0.005556,2.285714,3.0,2.857143,02,Female,Train
MSP-IMPROV-S02N-F03-R-FF01.wav,0.005556,0.123611,0.005556,0.005556,0.123611,0.005556,0.005556,0.713889,0.005556,0.005556,2.166667,3.0,2.833333,03,Female,Development
MSP-IMPROV-S02N-F05-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.792593,0.005556,0.162963,1.8,3.4,3.0,05,Female,Train
MSP-IMPROV-S02N-F05-R-FF02.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.95,0.005556,0.005556,2.666667,3.166667,3.0,05,Female,Train
MSP-IMPROV-S02N-F06-R-FF01.wav,0.005556,0.32037,0.215432,0.005556,0.110494,0.005556,0.005556,0.32037,0.005556,0.005556,2.6,2.6,3.0,06,Female,Train
MSP-IMPROV-S02N-M01-R-MM01.wav,0.005556,0.263131,0.091414,0.005556,0.091414,0.005556,0.005556,0.434848,0.005556,0.091414,2.833333,2.833333,3.0,01,Male,Train
MSP-IMPROV-S02N-M01-R-MM02.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.95,0.005556,0.005556,2.6,3.2,2.4,01,Male,Train
MSP-IMPROV-S02N-M02-R-MM01.wav,0.140476,0.005556,0.140476,0.005556,0.005556,0.005556,0.005556,0.680159,0.005556,0.005556,1.4,2.8,2.0,02,Male,Train
MSP-IMPROV-S02N-M03-R-MM01.wav,0.005556,0.005556,0.005556,0.194444,0.005556,0.005556,0.005556,0.761111,0.005556,0.005556,2.0,2.8,2.6,03,Male,Development
MSP-IMPROV-S02S-F02-R-FF01.wav,0.005556,0.177273,0.005556,0.263131,0.005556,0.091414,0.091414,0.263131,0.005556,0.091414,1.428571,2.857143,2.428571,02,Female,Train
MSP-IMPROV-S02S-F03-R-FF01.wav,0.131481,0.131481,0.068519,0.32037,0.068519,0.005556,0.131481,0.131481,0.005556,0.005556,2.142857,1.714286,2.285714,03,Female,Development
MSP-IMPROV-S02S-F03-R-FF02.wav,0.140476,0.140476,0.005556,0.545238,0.140476,0.005556,0.005556,0.005556,0.005556,0.005556,1.8,1.8,2.8,03,Female,Development
MSP-IMPROV-S02S-F05-R-FF01.wav,0.275397,0.207937,0.005556,0.342857,0.005556,0.005556,0.140476,0.005556,0.005556,0.005556,3.2,1.4,2.8,05,Female,Train
MSP-IMPROV-S02S-F05-R-FF02.wav,0.32037,0.110494,0.005556,0.530247,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,2.4,1.8,2.4,05,Female,Train
MSP-IMPROV-S02S-F06-R-FF01.wav,0.110494,0.110494,0.110494,0.530247,0.005556,0.005556,0.110494,0.005556,0.005556,0.005556,2.2,1.8,2.8,06,Female,Train
MSP-IMPROV-S02S-M01-R-MM01.wav,0.1,0.1,0.005556,0.194444,0.005556,0.1,0.1,0.383333,0.005556,0.005556,3.0,2.666667,2.166667,01,Male,Train
MSP-IMPROV-S02S-M02-R-MM01.wav,0.123611,0.005556,0.005556,0.241667,0.005556,0.005556,0.005556,0.595833,0.005556,0.005556,1.5,2.666667,1.833333,02,Male,Train
MSP-IMPROV-S02S-M03-R-MM01.wav,0.123611,0.123611,0.005556,0.241667,0.005556,0.005556,0.005556,0.477778,0.005556,0.005556,1.8,2.4,2.6,03,Male,Development
MSP-IMPROV-S03A-F02-R-FF01.wav,0.005556,0.150855,0.150855,0.005556,0.296154,0.005556,0.005556,0.296154,0.078205,0.005556,2.625,2.125,3.25,02,Female,Train
MSP-IMPROV-S03A-F03-R-FF01.wav,0.005556,0.005556,0.530247,0.005556,0.005556,0.005556,0.005556,0.215432,0.110494,0.110494,3.285714,2.285714,3.571429,03,Female,Development
MSP-IMPROV-S03A-F05-R-FF01.wav,0.005556,0.110494,0.530247,0.005556,0.215432,0.110494,0.005556,0.005556,0.005556,0.005556,4.2,1.6,4.0,05,Female,Train
MSP-IMPROV-S03A-F06-R-FF01.wav,0.073016,0.342857,0.207937,0.073016,0.207937,0.005556,0.005556,0.073016,0.005556,0.005556,2.333333,1.5,3.166667,06,Female,Train
MSP-IMPROV-S03A-M01-R-MM01.wav,0.084259,0.162963,0.399074,0.005556,0.32037,0.005556,0.005556,0.005556,0.005556,0.005556,3.2,1.6,3.0,01,Male,Train
MSP-IMPROV-S03A-M02-R-MM01.wav,0.005556,0.162963,0.162963,0.005556,0.005556,0.005556,0.005556,0.635185,0.005556,0.005556,1.6,2.8,2.8,02,Male,Train
MSP-IMPROV-S03A-M03-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.95,0.005556,0.005556,2.0,3.0,2.5,03,Male,Development
MSP-IMPROV-S03H-F02-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.32037,0.005556,0.005556,0.110494,0.530247,3.0,4.4,3.4,02,Female,Train
MSP-IMPROV-S03H-F03-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.296154,0.005556,0.005556,0.078205,0.586752,3.875,4.5,3.625,03,Female,Development
MSP-IMPROV-S03H-F05-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.441453,0.005556,0.005556,0.005556,0.514103,4.0,4.285714,4.0,05,Female,Train
MSP-IMPROV-S03H-F06-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.123611,0.005556,0.477778,0.123611,0.241667,2.666667,3.5,3.166667,06,Female,Train
MSP-IMPROV-S03H-M01-R-MM01.wav,0.005556,0.110494,0.110494,0.005556,0.110494,0.215432,0.005556,0.215432,0.005556,0.215432,2.4,3.0,3.4,01,Male,Train
MSP-IMPROV-S03H-M02-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.692424,0.005556,0.263131,1.777778,3.333333,3.0,02,Male,Train
MSP-IMPROV-S03H-M03-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.792593,0.005556,0.162963,2.166667,3.166667,2.666667,03,Male,Development
MSP-IMPROV-S03N-F02-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.831944,0.123611,0.005556,1.571429,3.285714,2.285714,02,Female,Train
MSP-IMPROV-S03N-F03-R-FF01.wav,0.005556,0.123611,0.123611,0.005556,0.005556,0.005556,0.005556,0.713889,0.005556,0.005556,2.0,3.0,3.285714,03,Female,Development
MSP-IMPROV-S03N-F05-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.123611,0.005556,0.477778,0.123611,0.241667,2.2,3.4,2.8,05,Female,Train
MSP-IMPROV-S03N-F05-R-FF02.wav,0.005556,0.123611,0.005556,0.123611,0.005556,0.005556,0.005556,0.713889,0.005556,0.005556,1.428571,3.0,2.857143,05,Female,Train
MSP-IMPROV-S03N-F06-R-FF01.wav,0.110494,0.110494,0.110494,0.110494,0.110494,0.005556,0.005556,0.425309,0.005556,0.005556,1.857143,2.571429,2.571429,06,Female,Train
MSP-IMPROV-S03N-M01-R-MM01.wav,0.005556,0.123611,0.005556,0.005556,0.005556,0.005556,0.005556,0.713889,0.123611,0.005556,2.5,3.166667,3.5,01,Male,Train
MSP-IMPROV-S03N-M01-R-MM02.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.95,0.005556,0.005556,2.0,3.0,2.8,01,Male,Train
MSP-IMPROV-S03N-M02-R-MM01.wav,0.005556,0.005556,0.005556,0.140476,0.005556,0.005556,0.005556,0.680159,0.140476,0.005556,2.0,3.0,2.6,02,Male,Train
MSP-IMPROV-S03N-M03-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.95,0.005556,0.005556,1.6,3.0,2.6,03,Male,Development
MSP-IMPROV-S03S-F02-R-FF01.wav,0.084259,0.005556,0.084259,0.162963,0.005556,0.005556,0.084259,0.399074,0.162963,0.005556,1.571429,2.571429,1.714286,02,Female,Train
MSP-IMPROV-S03S-F03-R-FF01.wav,0.005556,0.123611,0.005556,0.241667,0.359722,0.005556,0.005556,0.123611,0.123611,0.005556,2.6,1.8,3.2,03,Female,Development
MSP-IMPROV-S03S-F03-R-FF02.wav,0.005556,0.241667,0.162963,0.241667,0.162963,0.005556,0.005556,0.162963,0.005556,0.005556,1.857143,2.142857,2.857143,03,Female,Development
MSP-IMPROV-S03S-F05-R-FF01.wav,0.005556,0.005556,0.005556,0.95,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,3.4,1.6,3.0,05,Female,Train
MSP-IMPROV-S03S-F05-R-FF02.wav,0.359722,0.005556,0.005556,0.595833,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,2.4,1.6,2.6,05,Female,Train
MSP-IMPROV-S03S-F06-R-FF01.wav,0.32037,0.005556,0.005556,0.635185,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,2.333333,1.5,2.166667,06,Female,Train
MSP-IMPROV-S03S-M01-R-MM01.wav,0.005556,0.207937,0.207937,0.073016,0.140476,0.140476,0.005556,0.140476,0.005556,0.073016,3.285714,2.285714,3.285714,01,Male,Train
MSP-IMPROV-S03S-M02-R-MM01.wav,0.110494,0.005556,0.005556,0.215432,0.005556,0.005556,0.005556,0.635185,0.005556,0.005556,1.571429,3.0,1.714286,02,Male,Train
MSP-IMPROV-S03S-M03-R-MM01.wav,0.241667,0.005556,0.005556,0.477778,0.123611,0.005556,0.005556,0.123611,0.005556,0.005556,1.8,2.2,2.2,03,Male,Development
MSP-IMPROV-S04A-F02-R-FF01.wav,0.005556,0.300694,0.241667,0.005556,0.123611,0.182639,0.005556,0.064583,0.064583,0.005556,3.5,2.375,3.875,02,Female,Train
MSP-IMPROV-S04A-F03-R-FF01.wav,0.005556,0.162963,0.399074,0.005556,0.084259,0.162963,0.005556,0.005556,0.162963,0.005556,3.8,1.6,4.0,03,Female,Development
MSP-IMPROV-S04A-F05-R-FF01.wav,0.005556,0.162963,0.32037,0.084259,0.162963,0.084259,0.005556,0.084259,0.084259,0.005556,3.2,2.0,3.2,05,Female,Train
MSP-IMPROV-S04A-F06-R-FF01.wav,0.005556,0.084259,0.399074,0.005556,0.399074,0.005556,0.005556,0.005556,0.084259,0.005556,3.2,1.8,3.2,06,Female,Train
MSP-IMPROV-S04A-M01-R-MM01.wav,0.005556,0.215432,0.635185,0.005556,0.005556,0.110494,0.005556,0.005556,0.005556,0.005556,4.0,1.166667,4.0,01,Male,Train
MSP-IMPROV-S04A-M02-R-MM01.wav,0.005556,0.005556,0.123611,0.123611,0.005556,0.005556,0.123611,0.595833,0.005556,0.005556,2.166667,2.666667,2.666667,02,Male,Train
MSP-IMPROV-S04A-M03-R-MM01.wav,0.005556,0.005556,0.194444,0.005556,0.005556,0.005556,0.005556,0.761111,0.005556,0.005556,2.8,2.6,3.6,03,Male,Development
MSP-IMPROV-S04H-F02-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.091414,0.263131,0.005556,0.091414,0.177273,0.34899,3.8,3.8,4.2,02,Female,Train
MSP-IMPROV-S04H-F03-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.110494,0.005556,0.32037,0.215432,0.32037,2.4,3.8,2.8,03,Female,Development
MSP-IMPROV-S04H-F05-R-FF01.wav,0.005556,0.005556,0.078205,0.005556,0.005556,0.296154,0.005556,0.005556,0.150855,0.441453,3.5,4.5,3.333333,05,Female,Train
MSP-IMPROV-S04H-F06-R-FF01.wav,0.005556,0.005556,0.110494,0.005556,0.215432,0.110494,0.005556,0.005556,0.215432,0.32037,3.2,3.6,3.0,06,Female,Train
MSP-IMPROV-S04H-M01-R-MM01.wav,0.005556,0.110494,0.110494,0.005556,0.005556,0.110494,0.005556,0.530247,0.110494,0.005556,2.833333,2.5,2.833333,01,Male,Train
MSP-IMPROV-S04H-M02-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.635185,0.005556,0.32037,2.2,3.4,2.6,02,Male,Train
MSP-IMPROV-S04H-M03-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.32037,0.215432,0.425309,2.0,3.666667,3.0,03,Male,Development
MSP-IMPROV-S04N-F02-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.792593,0.005556,0.162963,1.6,3.2,2.8,02,Female,Train
MSP-IMPROV-S04N-F03-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.140476,0.005556,0.005556,0.545238,0.140476,0.140476,2.2,3.0,3.6,03,Female,Development
MSP-IMPROV-S04N-F05-R-FF01.wav,0.140476,0.005556,0.005556,0.140476,0.005556,0.005556,0.005556,0.680159,0.005556,0.005556,1.8,2.8,2.6,05,Female,Train
MSP-IMPROV-S04N-F05-R-FF02.wav,0.005556,0.005556,0.005556,0.123611,0.005556,0.005556,0.005556,0.713889,0.005556,0.123611,2.166667,3.0,2.5,05,Female,Train
MSP-IMPROV-S04N-F06-R-FF01.wav,0.005556,0.005556,0.792593,0.005556,0.162963,0.005556,0.005556,0.005556,0.005556,0.005556,2.2,1.8,3.2,06,Female,Train
MSP-IMPROV-S04N-M01-R-MM01.wav,0.005556,0.005556,0.005556,0.005556,0.162963,0.005556,0.005556,0.792593,0.005556,0.005556,1.8,3.0,2.4,01,Male,Train
MSP-IMPROV-S04N-M01-R-MM02.wav,0.005556,0.241667,0.359722,0.005556,0.123611,0.005556,0.005556,0.241667,0.005556,0.005556,3.0,2.4,3.4,01,Male,Train
MSP-IMPROV-S04N-M02-R-MM01.wav,0.005556,0.1,0.1,0.005556,0.194444,0.005556,0.005556,0.572222,0.005556,0.005556,1.428571,2.857143,2.142857,02,Male,Train
MSP-IMPROV-S04N-M03-R-MM01.wav,0.32037,0.005556,0.005556,0.215432,0.005556,0.005556,0.005556,0.425309,0.005556,0.005556,1.4,2.6,2.6,03,Male,Development
MSP-IMPROV-S04S-F02-R-FF01.wav,0.32037,0.084259,0.005556,0.32037,0.005556,0.005556,0.005556,0.162963,0.084259,0.005556,1.8,2.8,2.6,02,Female,Train
MSP-IMPROV-S04S-F03-R-FF01.wav,0.084259,0.084259,0.084259,0.32037,0.241667,0.005556,0.084259,0.005556,0.084259,0.005556,2.8,1.6,3.2,03,Female,Development
MSP-IMPROV-S04S-F03-R-FF02.wav,0.068519,0.068519,0.194444,0.068519,0.446296,0.005556,0.068519,0.068519,0.005556,0.005556,2.555556,1.555556,3.333333,03,Female,Development
MSP-IMPROV-S04S-F05-R-FF01.wav,0.275397,0.005556,0.005556,0.477778,0.073016,0.005556,0.140476,0.005556,0.005556,0.005556,2.714286,1.428571,3.285714,05,Female,Train
MSP-IMPROV-S04S-F05-R-FF02.wav,0.241667,0.182639,0.005556,0.300694,0.064583,0.005556,0.123611,0.064583,0.005556,0.005556,2.5,1.833333,2.5,05,Female,Train
MSP-IMPROV-S04S-F06-R-FF01.wav,0.241667,0.123611,0.005556,0.41875,0.182639,0.005556,0.005556,0.005556,0.005556,0.005556,2.0,1.857143,3.0,06,Female,Train
MSP-IMPROV-S04S-M01-R-MM01.wav,0.194444,0.1,0.1,0.194444,0.1,0.005556,0.1,0.194444,0.005556,0.005556,3.0,2.0,2.4,01,Male,Train
MSP-IMPROV-S04S-M02-R-MM01.wav,0.005556,0.005556,0.005556,0.32037,0.005556,0.005556,0.005556,0.635185,0.005556,0.005556,1.8,2.6,3.0,02,Male,Train
MSP-IMPROV-S04S-M03-R-MM01.wav,0.005556,0.1,0.005556,0.477778,0.1,0.005556,0.005556,0.288889,0.005556,0.005556,1.428571,2.428571,2.142857,03,Male,Development
MSP-IMPROV-S05A-F02-R-FF01.wav,0.005556,0.194444,0.288889,0.1,0.288889,0.005556,0.005556,0.1,0.005556,0.005556,2.4,2.0,4.0,02,Female,Train
MSP-IMPROV-S05A-F03-R-FF01.wav,0.005556,0.227778,0.283333,0.005556,0.283333,0.116667,0.005556,0.005556,0.061111,0.005556,3.4,1.6,3.4,03,Female,Development
MSP-IMPROV-S05A-F05-R-FF01.wav,0.064583,0.241667,0.359722,0.064583,0.064583,0.064583,0.064583,0.005556,0.064583,0.005556,4.333333,1.333333,4.166667,05,Female,Train
MSP-IMPROV-S05A-F06-R-FF01.wav,0.005556,0.084259,0.32037,0.084259,0.32037,0.005556,0.005556,0.084259,0.084259,0.005556,3.0,2.0,3.5,06,Female,Train
MSP-IMPROV-S05A-M01-R-MM01.wav,0.005556,0.288889,0.477778,0.005556,0.005556,0.194444,0.005556,0.005556,0.005556,0.005556,4.4,1.8,4.0,01,Male,Train
MSP-IMPROV-S05A-M02-R-MM01.wav,0.005556,0.177273,0.177273,0.005556,0.091414,0.005556,0.005556,0.520707,0.005556,0.005556,2.285714,2.571429,3.0,02,Male,Train
MSP-IMPROV-S05A-M03-R-MM01.wav,0.005556,0.177273,0.34899,0.091414,0.263131,0.005556,0.005556,0.091414,0.005556,0.005556,2.2,2.0,3.4,03,Male,Development
MSP-IMPROV-S05H-F02-R-FF01.wav,0.005556,0.005556,0.005556,0.140476,0.005556,0.005556,0.005556,0.140476,0.140476,0.545238,2.4,4.2,3.2,02,Female,Train
MSP-IMPROV-S05H-F03-R-FF01.wav,0.005556,0.140476,0.005556,0.005556,0.005556,0.005556,0.005556,0.545238,0.140476,0.140476,2.333333,3.333333,3.5,03,Female,Development
MSP-IMPROV-S05H-F05-R-FF01.wav,0.005556,0.005556,0.005556,0.005556,0.005556,0.434848,0.005556,0.091414,0.091414,0.34899,2.8,3.6,3.2,05,Female,Train
MSP-IMPROV-S05H-F06-R-FF01.wav,0.005556,0.005556,0.162963,0.005556,0.005556,0.162963,0.005556,0.477778,0.005556,0.162963,3.0,3.0,3.0,06,Female,Train
MSP-IMPROV-S05H-M01-R-MM01.wav,0.005556,0.342857,0.275397,0.005556,0.073016,0.073016,0.005556,0.140476,0.073016,0.005556,3.0,1.833333,3.333333,01,Male,Train
MSP-IMPROV-S05H-M02-R-MM01.wav,0.140476,0.140476,0.005556,0.275397,0.005556,0.005556,0.005556,0.410317,0.005556,0.005556,1.8,2.4,2.6,02,Male,Train
MSP-IMPROV-S05H-M03-R-MM01.wav,0.005556,0.194444,0.1,0.005556,0.194444,0.005556,0.005556,0.288889,0.005556,0.194444,2.0,2.666667,2.833333,03,Male,Development
MSP-IMPROV-S05N-F02-R-FF01.wav,0.005556,0.162963,0.162963,0.005556,0.005556,0.005556,0.005556,0.635185,0.005556,0.005556,2.0,2.8,3.0,02,Female,Train
